Player,Team,Year,Years,Unnamed: 4,Value,APY,Guaranteed,Unnamed: 8,APY as % Of,Unnamed: 10,Inflated,Inflated.1,Inflated.2
Dwayne Haskins,Steelers,2022,1.0,,2540000.0,2540000.0,0.0,,1.20%,,3406186.0,3406186.0,0.0
Kyle Allen,Texans,2022,1.0,,2500000.0,2500000.0,2250000.0,,1.20%,,3352546.0,3352546.0,3017291.0
Case Keenum,Vikings,2017,1.0,,2000000.0,2000000.0,1000000.0,,1.20%,,3343713.0,3343713.0,1671856.0
Ryan Mallett,Ravens,2017,1.0,,2000000.0,2000000.0,1000000.0,,1.20%,,3343713.0,3343713.0,1671856.0
Matt Barkley,49ers,2017,2.0,,4000000.0,2000000.0,500000.0,,1.20%,,6687425.0,3343713.0,835928.0
Mark Sanchez,Bears,2017,1.0,,2000000.0,2000000.0,1000000.0,,1.20%,,3343713.0,3343713.0,1671856.0
Tyler Huntley,Ravens,2023,1.0,,2627000.0,2627000.0,0.0,,1.20%,,3262715.0,3262715.0,0.0
Mark Brunell,Jets,2010,2.0,,3000000.0,1500000.0,300000.0,,1.20%,,6493023.0,3246512.0,649302.0
Matt Moore,Dolphins,2016,2.0,,3550000.0,1775000.0,2250000.0,,1.10%,,6383461.0,3191731.0,4045856.0
Colt McCoy,Giants,2020,1.0,,2250000.0,2250000.0,1700000.0,,1.10%,,3169526.0,3169526.0,2394753.0
Blaine Gabbert,Titans,2018,2.0,,4000000.0,2000000.0,1000000.0,,1.10%,,6302483.0,3151242.0,1575621.0
Matt Barkley,Bills,2018,2.0,,4000000.0,2000000.0,600000.0,,1.10%,,6302483.0,3151242.0,945372.0
Jason Campbell,Bengals,2014,1.0,,1500000.0,1500000.0,400000.0,,1.10%,,3148872.0,3148872.0,839699.0
Matt Schaub,Falcons,2016,1.0,,1750000.0,1750000.0,500000.0,,1.10%,,3146777.0,3146777.0,899079.0
Scott Tolzien,Colts,2016,2.0,,3500000.0,1750000.0,500000.0,,1.10%,,6293553.0,3146777.0,899079.0
Mason Rudolph,Titans,2024,1.0,,2870000.0,2870000.0,2700000.0,,1.10%,,3137447.0,3137447.0,2951605.0
Cooper Rush,Cowboys,2023,2.0,,5000000.0,2500000.0,2750000.0,,1.10%,,6209964.0,3104982.0,3415480.0
Cooper Rush,Ravens,2025,2.0,,6200000.0,3100000.0,4000000.0,,1.10%,,6200000.0,3100000.0,4000000.0
Tony Romo,Cowboys,2005,2.0,,1880000.0,940000.0,320000.0,,1.10%,,6139135.0,3069567.0,1044959.0
Blaine Gabbert,Buccaneers,2021,1.0,,2000000.0,2000000.0,1500000.0,,1.10%,,3059726.0,3059726.0,2294795.0
Andy Dalton,Bengals,2011,4.0,,5214198.0,1303550.0,4028171.0,,1.10%,,12093907.0,3023478.0,9343014.0
Blaine Gabbert,Buccaneers,2022,1.0,,2250000.0,2250000.0,1750000.0,,1.10%,,3017291.0,3017291.0,2346782.0
Jimmy Garoppolo,Rams,2025,1.0,,3005000.0,3005000.0,3005000.0,,1.10%,,3005000.0,3005000.0,3005000.0
Austin Davis,Rams,2015,1.0,,1542000.0,1542000.0,0.0,,1.10%,,3004791.0,3004791.0,0.0
Nathan Peterman,Raiders,2020,1.0,,2133000.0,2133000.0,0.0,,1.10%,,3004710.0,3004710.0,0.0
Cooper Rush,Cowboys,2020,1.0,,2133000.0,2133000.0,0.0,,1.10%,,3004710.0,3004710.0,0.0
Ryan Griffin,Buccaneers,2017,1.0,,1797000.0,1797000.0,0.0,,1.10%,,3004326.0,3004326.0,0.0
Colin Kaepernick,49ers,2011,4.0,,5124296.0,1281074.0,3800000.0,,1.10%,,11885387.0,2971347.0,8813790.0
Josh McCown,Eagles,2019,1.0,,2000000.0,2000000.0,2000000.0,,1.10%,,2967056.0,2967056.0,2967056.0
Robert Griffin III,Ravens,2019,2.0,,4000000.0,2000000.0,2000000.0,,1.10%,,5934113.0,2967056.0,2967056.0
Trevor Siemian,Jets,2019,1.0,,2000000.0,2000000.0,1000000.0,,1.10%,,2967056.0,2967056.0,1483528.0
Will Levis,Titans,2023,4.0,,9542162.0,2385541.0,8730957.0,,1.10%,,11851297.0,2962825.0,10843786.0
Tarvaris Jackson,Seahawks,2015,1.0,,1500000.0,1500000.0,1500000.0,,1.00%,,2922948.0,2922948.0,2922948.0
Colt McCoy,Commanders,2015,1.0,,1500000.0,1500000.0,150000.0,,1.00%,,2922948.0,2922948.0,292295.0
Easton Stick,Chargers,2024,1.0,,2667500.0,2667500.0,1414700.0,,1.00%,,2916077.0,2916077.0,1546532.0
Drew Stanton,IND/NYJ,2012,1.0,,1250000.0,1250000.0,500000.0,,1.00%,,2893864.0,2893864.0,1157546.0
Mike Glennon,Raiders,2019,1.0,,1950000.0,1950000.0,1400000.0,,1.00%,,2892880.0,2892880.0,2076939.0
Mitchell Trubisky,Bills,2024,2.0,,5250000.0,2625000.0,2710000.0,,1.00%,,5739233.0,2869616.0,2962537.0
Geno Smith,Jets,2013,4.0,,5019603.0,1254901.0,3068784.0,,1.00%,,11394091.0,2848523.0,6965890.0
Derek Carr,Raiders,2014,4.0,,5371802.0,1342951.0,3310937.0,,1.00%,,11276745.0,2819187.0,6950478.0
Nate Sudfeld,Eagles,2020,1.0,,2000000.0,2000000.0,1000000.0,,1.00%,,2817356.0,2817356.0,1408678.0
Matt Schaub,Falcons,2019,2.0,,3780000.0,1890000.0,750000.0,,1.00%,,5607736.0,2803868.0,1112646.0
Brian Hoyer,Raiders,2023,2.0,,4500000.0,2250000.0,4205000.0,,1.00%,,5588968.0,2794484.0,5222580.0
C.J. Beathard,Jaguars,2023,2.0,,4500000.0,2250000.0,2000000.0,,1.00%,,5588968.0,2794484.0,2483986.0
Kyle Trask,Buccaneers,2025,1.0,,2787500.0,2787500.0,1337500.0,,1.00%,,2787500.0,2787500.0,1337500.0
Brett Hundley,Cardinals,2019,1.0,,1875000.0,1875000.0,750000.0,,1.00%,,2781615.0,2781615.0,1112646.0
Kevin Kolb,Eagles,2007,4.0,,4330000.0,1082500.0,2620000.0,,1.00%,,11091156.0,2772789.0,6711046.0
Taylor Heinicke,LAC/ATL,2024,1.0,,2530000.0,2530000.0,1320000.0,,1.00%,,2765764.0,2765764.0,1443007.0
Carson Wentz,Chiefs,2024,1.0,,2500000.0,2500000.0,2200000.0,,1.00%,,2732968.0,2732968.0,2405012.0
Joe Flacco,Browns,2023,1.0,,2200000.0,2200000.0,400000.0,,1.00%,,2732384.0,2732384.0,496797.0
Tyler Shough,Saints,2025,4.0,,10804728.0,2701182.0,10804728.0,,1.00%,,10804728.0,2701182.0,10804728.0
Luke McCown,Saints,2016,2.0,,3000000.0,1500000.0,500000.0,,1.00%,,5394474.0,2697237.0,899079.0
Derek Anderson,Panthers,2014,2.0,,2564000.0,1282000.0,400000.0,,1.00%,,5382472.0,2691236.0,839699.0
Brian Hoyer,Patriots,2017,3.0,,4815000.0,1605000.0,1510000.0,,1.00%,,8049988.0,2683329.0,2524503.0
Nick Mullens,Vikings,2022,1.0,,2000000.0,2000000.0,1000000.0,,1.00%,,2682037.0,2682037.0,1341018.0
Tim Boyle,Lions,2022,1.0,,2000000.0,2000000.0,1750000.0,,1.00%,,2682037.0,2682037.0,2346782.0
Nate Sudfeld,49ers,2022,1.0,,2000000.0,2000000.0,2000000.0,,1.00%,,2682037.0,2682037.0,2682037.0
Nick Mullens,Raiders,2022,1.0,,2000000.0,2000000.0,1000000.0,,1.00%,,2682037.0,2682037.0,1341018.0
Trevor Siemian,Bears,2022,2.0,,4000000.0,2000000.0,2035000.0,,1.00%,,5364073.0,2682037.0,2728972.0
Chase Daniel,Chargers,2022,1.0,,2000000.0,2000000.0,1120000.0,,1.00%,,2682037.0,2682037.0,1501940.0
Brian Hoyer,Patriots,2022,2.0,,4000000.0,2000000.0,3000000.0,,1.00%,,5364073.0,2682037.0,4023055.0
Chad Henne,Chiefs,2022,1.0,,2000000.0,2000000.0,2000000.0,,1.00%,,2682037.0,2682037.0,2682037.0
Jeff Driskel,Texans,2021,1.0,,1750000.0,1750000.0,750000.0,,1.00%,,2677260.0,2677260.0,1147397.0
Rob Johnson,Buccaneers,2002,1.0,,675000.0,675000.0,475000.0,,0.90%,,2650596.0,2650596.0,1865234.0
Matt Barkley,Bengals,2018,2.0,,3350000.0,1675000.0,500000.0,,0.90%,,5278330.0,2639165.0,787810.0
Drew Lock,SEA/DEN,2019,4.0,,7010820.0,1752705.0,4427450.0,,0.90%,,10400749.0,2600187.0,6568247.0
Charlie Whitehurst,Chargers,2010,1.0,,1176000.0,1176000.0,0.0,,0.90%,,2545265.0,2545265.0,0.0
Taylor Heinicke,Chargers,2025,1.0,,2500000.0,2500000.0,2000000.0,,0.90%,,2500000.0,2500000.0,2000000.0
Drew Lock,Seahawks,2025,2.0,,5000000.0,2500000.0,2250000.0,,0.90%,,5000000.0,2500000.0,2250000.0
Joshua Dobbs,ARI/CLE,2023,1.0,,2000000.0,2000000.0,2000000.0,,0.90%,,2483986.0,2483986.0,2483986.0
Phillip Walker,Bears,2023,2.0,,4000000.0,2000000.0,2010000.0,,0.90%,,4967972.0,2483986.0,2496406.0
Nick Mullens,Vikings,2023,2.0,,4000000.0,2000000.0,1922500.0,,0.90%,,4967972.0,2483986.0,2387731.0
Joshua Dobbs,Vikings,2023,1.0,,2000000.0,2000000.0,2000000.0,,0.90%,,2483986.0,2483986.0,2483986.0
Cam Newton,Patriots,2020,1.0,,1750000.0,1750000.0,550000.0,,0.90%,,2465187.0,2465187.0,774773.0
Joshua Dobbs,49ers,2024,1.0,,2250000.0,2250000.0,2250000.0,,0.90%,,2459671.0,2459671.0,2459671.0
Josh Johnson,49ers,2012,2.0,,2115000.0,1057500.0,350000.0,,0.90%,,4896418.0,2448209.0,810282.0
Rob Johnson,Raiders,2003,1.0,,655000.0,655000.0,0.0,,0.90%,,2438119.0,2438119.0,0.0
David Carr,Giants,2008,1.0,,1000000.0,1000000.0,100000.0,,0.90%,,2406897.0,2406897.0,240690.0
Nate Sudfeld,Eagles,2020,1.0,,1700000.0,1700000.0,1610000.0,,0.90%,,2394753.0,2394753.0,2267972.0
David Carr,Giants,2013,1.0,,1050000.0,1050000.0,165000.0,,0.90%,,2383415.0,2383415.0,374537.0
Blaine Gabbert,Buccaneers,2019,1.0,,1600000.0,1600000.0,500000.0,,0.90%,,2373645.0,2373645.0,741764.0
Tom Savage,Saints,2018,1.0,,1500000.0,1500000.0,100000.0,,0.80%,,2363431.0,2363431.0,157562.0
Chase Daniel,Saints,2012,1.0,,1000000.0,1000000.0,300000.0,,0.80%,,2315091.0,2315091.0,694527.0
Brandon Allen,Bengals,2021,1.0,,1500000.0,1500000.0,300000.0,,0.80%,,2294795.0,2294795.0,458959.0
David Carr,Giants,2012,1.0,,990000.0,990000.0,165000.0,,0.80%,,2291940.0,2291940.0,381990.0
Chad Henne,Chiefs,2020,2.0,,3250000.0,1625000.0,2000000.0,,0.80%,,4578204.0,2289102.0,2817356.0
Rob Johnson,Jaguars,1997,2.0,,675000.0,337500.0,0.0,,0.80%,,4546244.0,2273122.0,0.0
Case Keenum,Bears,2025,1.0,,2250000.0,2250000.0,2155000.0,,0.80%,,2250000.0,2250000.0,2155000.0
Nick Mullens,Jaguars,2025,2.0,,4500000.0,2250000.0,3000000.0,,0.80%,,4500000.0,2250000.0,3000000.0
Austin Davis,Broncos,2016,1.0,,1250000.0,1250000.0,100000.0,,0.80%,,2247698.0,2247698.0,179816.0
Easton Stick,Chargers,2023,1.0,,1800000.0,1800000.0,1152500.0,,0.80%,,2235587.0,2235587.0,1431397.0
Ryan Fitzpatrick,Bengals,2008,1.0,,927000.0,927000.0,0.0,,0.80%,,2231193.0,2231193.0,0.0
Brian Hoyer,Browns,2013,2.0,,1965000.0,982500.0,250000.0,,0.80%,,4460390.0,2230195.0,567480.0
Mark Brunell,Jets,2011,1.0,,960000.0,960000.0,575000.0,,0.80%,,2226642.0,2226642.0,1333666.0
Brandon Allen,49ers,2024,1.0,,2020000.0,2020000.0,700000.0,,0.80%,,2208238.0,2208238.0,765231.0
Jimmy Clausen,Ravens,2015,1.0,,1125000.0,1125000.0,262500.0,,0.80%,,2192211.0,2192211.0,511516.0
Ryan Mallett,Ravens,2015,2.0,,2245000.0,1122500.0,0.0,,0.80%,,4374679.0,2187339.0,0.0
Drew Stanton,Lions,2007,4.0,,3405000.0,851250.0,1588000.0,,0.80%,,8721798.0,2180450.0,4067611.0
Tyrod Taylor,Bills,2015,3.0,,3350000.0,1116667.0,1150000.0,,0.80%,,6527917.0,2175973.0,2240927.0
Matt Leinart,Texans,2010,1.0,,1000000.0,1000000.0,0.0,,0.80%,,2164341.0,2164341.0,0.0
Ryan Griffin,Buccaneers,2019,2.0,,2900000.0,1450000.0,450000.0,,0.80%,,4302232.0,2151116.0,667588.0
Josh Johnson,Bengals,2013,2.0,,1895000.0,947500.0,150000.0,,0.80%,,4301496.0,2150748.0,340488.0
Shaun Hill,Vikings,2005,1.0,,656000.0,656000.0,0.0,,0.80%,,2142166.0,2142166.0,0.0
Ryan Griffin,Buccaneers,2017,2.0,,2550000.0,1275000.0,0.0,,0.80%,,4263234.0,2131617.0,0.0
Jalen Hurts,Eagles,2020,4.0,,6025176.0,1506294.0,3435816.0,,0.80%,,8487533.0,2121883.0,4839959.0
Kyle Trask,Buccaneers,2021,4.0,,5535336.0,1383834.0,2957306.0,,0.80%,,8468306.0,2117076.0,4524273.0
Joe Flacco,Jets,2020,1.0,,1500000.0,1500000.0,550000.0,,0.80%,,2113017.0,2113017.0,774773.0
Jeff Garcia,Texans,2011,1.0,,910000.0,910000.0,0.0,,0.80%,,2110671.0,2110671.0,0.0
Mike Glennon,Giants,2021,1.0,,1375000.0,1375000.0,450000.0,,0.80%,,2103562.0,2103562.0,688438.0
Christian Hackenberg,Raiders,2016,4.0,,4660304.0,1165076.0,2039312.0,,0.80%,,8379963.0,2094991.0,3667005.0
Christian Hackenberg,Jets,2016,4.0,,4660304.0,1165076.0,2039312.0,,0.80%,,8379963.0,2094991.0,3667005.0
Drew Stanton,Lions,2011,1.0,,900000.0,900000.0,250000.0,,0.70%,,2087477.0,2087477.0,579855.0
Nick Mullens,Vikings,2024,1.0,,1900000.0,1900000.0,0.0,,0.70%,,2077056.0,2077056.0,0.0
DeShone Kizer,GB/CLE/LV,2017,4.0,,4948412.0,1237103.0,2893772.0,,0.70%,,8273034.0,2068258.0,4837971.0
Chad Henne,Dolphins,2008,4.0,,3430100.0,857525.0,1425100.0,,0.70%,,8255896.0,2063974.0,3430068.0
Derek Anderson,Panthers,2012,1.0,,890000.0,890000.0,65000.0,,0.70%,,2060431.0,2060431.0,150481.0
Derek Anderson,Panthers,2013,1.0,,905000.0,905000.0,65000.0,,0.70%,,2054276.0,2054276.0,147545.0
Luke McCown,Saints,2015,1.0,,1050000.0,1050000.0,350000.0,,0.70%,,2046064.0,2046064.0,682021.0
Matt Flynn,Packers,2013,2.0,,1793750.0,896875.0,0.0,,0.70%,,4071667.0,2035833.0,0.0
Brock Osweiler,Broncos,2012,4.0,,3516678.0,879170.0,997584.0,,0.70%,,8141430.0,2035359.0,2309498.0
Josh McCown,Bears,2012,1.0,,875000.0,875000.0,25000.0,,0.70%,,2025705.0,2025705.0,57877.0
Kevin Hogan,Broncos,2019,1.0,,1360000.0,1360000.0,300000.0,,0.70%,,2017598.0,2017598.0,445058.0
Brandon Allen,Bengals,2022,1.0,,1500000.0,1500000.0,300000.0,,0.70%,,2011527.0,2011527.0,402305.0
Geno Smith,Giants,2017,1.0,,1200000.0,1200000.0,300000.0,,0.70%,,2006228.0,2006228.0,501557.0
Trey Lance,Chargers,2025,1.0,,2000000.0,2000000.0,1500000.0,,0.70%,,2000000.0,2000000.0,1500000.0
Kellen Mond,MIN/CLE,2021,4.0,,5223412.0,1305853.0,1158844.0,,0.70%,,7991105.0,1997776.0,1772873.0
Davis Mills,Texans,2021,4.0,,5222100.0,1305525.0,1157892.0,,0.70%,,7989098.0,1997274.0,1771416.0
David Carr,Giants,2011,1.0,,860000.0,860000.0,50000.0,,0.70%,,1994700.0,1994700.0,115971.0
Nate Sudfeld,Lions,2023,1.0,,1600000.0,1600000.0,1000000.0,,0.70%,,1987189.0,1987189.0,1241993.0
Josh McCown,Bears,2013,1.0,,865000.0,865000.0,125000.0,,0.70%,,1963480.0,1963480.0,283740.0
Rob Johnson,Giants,2006,1.0,,710000.0,710000.0,0.0,,0.70%,,1943451.0,1943451.0,0.0
Luke McCown,Saints,2014,1.0,,920000.0,920000.0,200000.0,,0.70%,,1931308.0,1931308.0,419850.0
Dan Orlovsky,Lions,2016,1.0,,1065000.0,1065000.0,160000.0,,0.70%,,1915038.0,1915038.0,287705.0
Luke McCown,Saints,2012,1.0,,825000.0,825000.0,0.0,,0.70%,,1909950.0,1909950.0,0.0
Josh McCown,Bears,2012,1.0,,825000.0,825000.0,0.0,,0.70%,,1909950.0,1909950.0,0.0
Luke McCown,Falcons,2012,1.0,,825000.0,825000.0,0.0,,0.70%,,1909950.0,1909950.0,0.0
Matt Leinart,Bills,2013,1.0,,840000.0,840000.0,0.0,,0.70%,,1906732.0,1906732.0,0.0
Vince Young,Packers,2013,1.0,,840000.0,840000.0,0.0,,0.70%,,1906732.0,1906732.0,0.0
Michael Vick,Steelers,2015,1.0,,970000.0,970000.0,0.0,,0.70%,,1890173.0,1890173.0,0.0
Rex Grossman,Falcons,2015,1.0,,970000.0,970000.0,0.0,,0.70%,,1890173.0,1890173.0,0.0
Josh McCown,SF/CHI,2011,1.0,,810000.0,810000.0,0.0,,0.70%,,1878729.0,1878729.0,0.0
Tyler Bray,Chiefs,2015,2.0,,1925000.0,962500.0,0.0,,0.70%,,3751117.0,1875558.0,0.0
Luke McCown,Saints,2013,1.0,,825000.0,825000.0,0.0,,0.70%,,1872683.0,1872683.0,0.0
Colt McCoy,Cardinals,2021,1.0,,1212500.0,1212500.0,137500.0,,0.70%,,1854959.0,1854959.0,210356.0
A.J. McCarron,Falcons,2021,1.0,,1212500.0,1212500.0,137500.0,,0.70%,,1854959.0,1854959.0,210356.0
Geno Smith,Seahawks,2021,1.0,,1212500.0,1212500.0,137500.0,,0.70%,,1854959.0,1854959.0,210356.0
Tim Couch,Jaguars,2007,2.0,,1445000.0,722500.0,0.0,,0.70%,,3701321.0,1850661.0,0.0
Jimmy Garoppolo,SF/NE,2014,4.0,,3483898.0,870975.0,1103744.0,,0.70%,,7313566.0,1828393.0,2317033.0
Josh McCown,Cardinals,2002,3.0,,1388000.0,462667.0,483000.0,,0.70%,,5450410.0,1816805.0,1896648.0
Dan Orlovsky,Rams,2017,1.0,,1080000.0,1080000.0,60000.0,,0.60%,,1805605.0,1805605.0,100311.0
Kellen Clemens,Chargers,2017,1.0,,1080000.0,1080000.0,80000.0,,0.60%,,1805605.0,1805605.0,133749.0
Luke McCown,Cowboys,2017,1.0,,1080000.0,1080000.0,250000.0,,0.60%,,1805605.0,1805605.0,417964.0
Charlie Whitehurst,Browns,2016,1.0,,1000000.0,1000000.0,0.0,,0.60%,,1798158.0,1798158.0,0.0
Desmond Ridder,ATL/ARI,2022,4.0,,5362962.0,1340741.0,1080336.0,,0.60%,,7191830.0,1797958.0,1448750.0
Vince Young,Browns,2014,1.0,,855000.0,855000.0,0.0,,0.60%,,1794857.0,1794857.0,0.0
Hendon Hooker,Lions,2023,4.0,,5719028.0,1429757.0,1159292.0,,0.60%,,7102992.0,1775748.0,1439832.0
Mike Glennon,Buccaneers,2013,4.0,,3104063.0,776016.0,637500.0,,0.60%,,7045971.0,1761493.0,1447073.0
Cooper Rush,Giants,2020,1.0,,1250000.0,1250000.0,150000.0,,0.60%,,1760848.0,1760848.0,211302.0
Ryan Griffin,Buccaneers,2021,1.0,,1150000.0,1150000.0,0.0,,0.60%,,1759342.0,1759342.0,0.0
Matt Cassel,Lions,2018,1.0,,1105000.0,1105000.0,0.0,,0.60%,,1741061.0,1741061.0,0.0
Matt Leinart,Raiders,2012,1.0,,750000.0,750000.0,0.0,,0.60%,,1736318.0,1736318.0,0.0
Bruce Gradkowski,Steelers,2016,1.0,,965000.0,965000.0,80000.0,,0.60%,,1735223.0,1735223.0,143853.0
Russell Wilson,Seahawks,2012,4.0,,2996774.0,749194.0,619472.0,,0.60%,,6937805.0,1734452.0,1434134.0
Robert Griffin III,Ravens,2018,1.0,,1100000.0,1100000.0,100000.0,,0.60%,,1733183.0,1733183.0,157562.0
Malik Willis,TEN/GB,2022,4.0,,5160100.0,1290025.0,932800.0,,0.60%,,6919788.0,1729947.0,1250902.0
Sean Mannion,Seahawks,2021,1.0,,1127500.0,1127500.0,20000.0,,0.60%,,1724921.0,1724921.0,30597.0
Luke McCown,TB/CLE,2004,5.0,,2475000.0,495000.0,550000.0,,0.60%,,8575364.0,1715073.0,1905636.0
Ryan Mallett,HOU/NE,2011,4.0,,2947828.0,736957.0,1018876.0,,0.60%,,6837247.0,1709312.0,2363200.0
Matt Corral,NE/CAR,2022,4.0,,2094246.0,1273562.0,884904.0,,0.60%,,2808422.0,1707870.0,1186672.0
Sean Mannion,Vikings,2022,1.0,,1272500.0,1272500.0,277200.0,,0.60%,,1706446.0,1706446.0,371730.0
Derek Anderson,Panthers,2011,1.0,,735000.0,735000.0,50000.0,,0.60%,,1704773.0,1704773.0,115971.0
Rob Johnson,Jaguars,1995,4.0,,904000.0,226000.0,250000.0,,0.60%,,6803148.0,1700787.0,1881402.0
Matt Flynn,Saints,2015,1.0,,870000.0,870000.0,0.0,,0.60%,,1695310.0,1695310.0,0.0
Derek Anderson,Bills,2018,1.0,,1073530.0,1073530.0,58530.0,,0.60%,,1691476.0,1691476.0,92221.0
Matt Hasselbeck,Packers,2000,2.0,,750000.0,375000.0,30000.0,,0.60%,,3368076.0,1684038.0,134723.0
Matt Moore,Chiefs,2020,1.0,,1187500.0,1187500.0,887500.0,,0.60%,,1672805.0,1672805.0,1250202.0
Geno Smith,Seahawks,2020,1.0,,1187500.0,1187500.0,137500.0,,0.60%,,1672805.0,1672805.0,193693.0
Mike Glennon,Jaguars,2020,1.0,,1187500.0,1187500.0,0.0,,0.60%,,1672805.0,1672805.0,0.0
Blaine Gabbert,Buccaneers,2020,1.0,,1187500.0,1187500.0,887500.0,,0.60%,,1672805.0,1672805.0,1250202.0
Joe Webb,Panthers,2016,2.0,,1860000.0,930000.0,200000.0,,0.60%,,3344574.0,1672287.0,359632.0
Kellen Clemens,Chargers,2017,1.0,,1000000.0,1000000.0,0.0,,0.60%,,1671856.0,1671856.0,0.0
Brandon Weeden,Titans,2017,1.0,,1000000.0,1000000.0,0.0,,0.60%,,1671856.0,1671856.0,0.0
Dan Marino,Dolphins,2017,1.0,,1000000.0,1000000.0,0.0,,0.60%,,1671856.0,1671856.0,0.0
Colt McCoy,Commanders,2014,1.0,,795000.0,795000.0,65000.0,,0.60%,,1668902.0,1668902.0,136451.0
Josh Freeman,Giants,2014,1.0,,795000.0,795000.0,55000.0,,0.60%,,1668902.0,1668902.0,115459.0
Derek Anderson,Bills,2019,1.0,,1120000.0,1120000.0,90000.0,,0.60%,,1661552.0,1661552.0,133518.0
Garrett Grayson,Saints,2015,4.0,,3400606.0,850152.0,733168.0,,0.60%,,6626530.0,1656633.0,1428675.0
Joe Webb,Giants,2021,1.0,,1075500.0,1075500.0,500.0,,0.60%,,1645368.0,1645368.0,765.0
Josh Johnson,49ers,2021,1.0,,1075000.0,1075000.0,0.0,,0.60%,,1644603.0,1644603.0,0.0
Matt Barkley,Falcons,2021,1.0,,1075000.0,1075000.0,0.0,,0.60%,,1644603.0,1644603.0,0.0
Brian Hoyer,Patriots,2021,1.0,,1075000.0,1075000.0,0.0,,0.60%,,1644603.0,1644603.0,0.0
Blake Bortles,Packers,2021,1.0,,1075000.0,1075000.0,0.0,,0.60%,,1644603.0,1644603.0,0.0
Josh Johnson,Jets,2021,1.0,,1075000.0,1075000.0,0.0,,0.60%,,1644603.0,1644603.0,0.0
Chase Daniel,Chargers,2021,1.0,,1075000.0,1075000.0,0.0,,0.60%,,1644603.0,1644603.0,0.0
Brian Hoyer,Patriots,2021,1.0,,1075000.0,1075000.0,100000.0,,0.60%,,1644603.0,1644603.0,152986.0
Josh Johnson,Ravens,2021,1.0,,1075000.0,1075000.0,0.0,,0.60%,,1644603.0,1644603.0,0.0
Matt Barkley,Panthers,2021,1.0,,1075000.0,1075000.0,0.0,,0.60%,,1644603.0,1644603.0,0.0
Trevor Siemian,Bengals,2023,1.0,,1317500.0,1317500.0,152500.0,,0.60%,,1636326.0,1636326.0,189404.0
Josh Johnson,Ravens,2023,1.0,,1317500.0,1317500.0,152500.0,,0.60%,,1636326.0,1636326.0,189404.0
Blaine Gabbert,Chiefs,2023,1.0,,1317500.0,1317500.0,1092500.0,,0.60%,,1636326.0,1636326.0,1356877.0
Josh Johnson,Broncos,2022,1.0,,1220000.0,1220000.0,100000.0,,0.60%,,1636042.0,1636042.0,134102.0
Carson Wentz,Rams,2023,1.0,,1315000.0,1315000.0,150000.0,,0.60%,,1633221.0,1633221.0,186299.0
Josh Johnson,Giants,2017,2.0,,1950000.0,975000.0,100000.0,,0.60%,,3260120.0,1630060.0,167186.0
Josh Johnson,Browns,2012,1.0,,700000.0,700000.0,0.0,,0.60%,,1620564.0,1620564.0,0.0
Mike Glennon,Jaguars,2020,1.0,,1150000.0,1150000.0,0.0,,0.60%,,1619980.0,1619980.0,0.0
Shaun Hill,49ers,2006,2.0,,1180000.0,590000.0,0.0,,0.60%,,3229961.0,1614980.0,0.0
Brandon Allen,Bengals,2022,1.0,,1200000.0,1200000.0,0.0,,0.60%,,1609222.0,1609222.0,0.0
Ryan Griffin,Buccaneers,2022,1.0,,1195000.0,1195000.0,75000.0,,0.60%,,1602517.0,1602517.0,100576.0
Nick Foles,Eagles,2012,4.0,,2768520.0,692130.0,543520.0,,0.60%,,6409376.0,1602344.0,1258298.0
Brian Griese,Broncos,1998,3.0,,900000.0,300000.0,360000.0,,0.60%,,4796518.0,1598839.0,1918607.0
Joshua Dobbs,Browns,2022,1.0,,1187500.0,1187500.0,0.0,,0.60%,,1592459.0,1592459.0,0.0
Jeff Driskel,Texans,2022,1.0,,1187500.0,1187500.0,152500.0,,0.60%,,1592459.0,1592459.0,204505.0
Josh Johnson,Giants,2016,1.0,,885000.0,885000.0,0.0,,0.60%,,1591370.0,1591370.0,0.0
Joshua Dobbs,Steelers,2021,1.0,,1040000.0,1040000.0,50000.0,,0.60%,,1591058.0,1591058.0,76493.0
Ian Book,PHI/NO,2021,4.0,,4153580.0,1038395.0,673580.0,,0.60%,,6354408.0,1588602.0,1030485.0
Charlie Whitehurst,Chargers,2006,4.0,,2318000.0,579500.0,708000.0,,0.60%,,6344957.0,1586239.0,1937976.0
Sean Mannion,Rams,2015,4.0,,3250896.0,812724.0,625796.0,,0.60%,,6334800.0,1583700.0,1219446.0
Josh Johnson,Raiders,2018,1.0,,1005000.0,1005000.0,45000.0,,0.60%,,1583499.0,1583499.0,70903.0
Joe Webb,Texans,2018,1.0,,1005000.0,1005000.0,90000.0,,0.60%,,1583499.0,1583499.0,141806.0
Matt Schaub,Falcons,2004,3.0,,1365000.0,455000.0,445000.0,,0.60%,,4729443.0,1576481.0,1541833.0
E.J. Manuel,Raiders,2018,1.0,,1000000.0,1000000.0,80000.0,,0.60%,,1575621.0,1575621.0,126050.0
Geno Smith,Chargers,2018,1.0,,1000000.0,1000000.0,200000.0,,0.60%,,1575621.0,1575621.0,315124.0
Tim Tebow,Patriots,2013,2.0,,1385000.0,692500.0,0.0,,0.60%,,3143837.0,1571919.0,0.0
Nathan Peterman,Raiders,2021,1.0,,1025000.0,1025000.0,1000000.0,,0.60%,,1568110.0,1568110.0,1529863.0
